#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2020-05-29 16:54:53
#  ~ Dataframe name: "http_error_log"
#  ~ Number of events in the dataframe: 3692
#  ~ Number of unique labels ('label_event_type') in the dataframe: 12
#  ~ Selected features set for the clustering: ['Type', 'Reason_Phrase', 'Message@']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.2667928262068673  MinPts=2 (The EPS parameter was calculated in 0.011436 seconds)
#  ~ The DBSCAN clustering process was performed in 0.339325 seconds
#  ~ Results summary: (24 Clus. | 7 Outl. | Homg.: 99.87% | Comp.: 91.22% | V-measure: 95.35% | AR: 99.22% | AMI: 91.08%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 33 items. MV:["BK0"]. Details:{'BK': 33}
#       Cluster [1] contains 695 items. MV:["BB1"]. Details:{'BB': 695}
#       Cluster [2] contains 2291 items. MV:["BA2"]. Details:{'BA': 2291}
#       Cluster [3] contains 3 items. MV:["BE3"]. Details:{'BE': 3}
#       Cluster [4] contains 135 items. MV:["BL4"]. Details:{'BL': 135}
#       Cluster [5] contains 161 items. MV:["BJ5"]. Details:{'BJ': 160, 'BL': 1}
#       Cluster [6] contains 132 items. MV:["BC6"]. Details:{'BC': 132}
#       Cluster [7] contains 4 items. MV:["BJ7"]. Details:{'BJ': 4}
#       Cluster [8] contains 13 items. MV:["BJ8"]. Details:{'BJ': 13}
#       Cluster [9] contains 4 items. MV:["BJ9"]. Details:{'BJ': 4}
#       Cluster [10] contains 4 items. MV:["BJ10"]. Details:{'BJ': 4}
#       Cluster [11] contains 36 items. MV:["BG11"]. Details:{'BG': 36}
#       Cluster [12] contains 13 items. MV:["BG12"]. Details:{'BG': 13}
#       Cluster [13] contains 4 items. MV:["BH13"]. Details:{'BH': 4}
#       Cluster [14] contains 20 items. MV:["BJ14"]. Details:{'BJ': 20}
#       Cluster [15] contains 2 items. MV:["BJ15"]. Details:{'BJ': 2}
#       Cluster [16] contains 2 items. MV:["BJ16"]. Details:{'BJ': 2}
#       Cluster [17] contains 2 items. MV:["BJ17"]. Details:{'BJ': 2}
#       Cluster [18] contains 2 items. MV:["BJ18"]. Details:{'BJ': 2}
#       Cluster [19] contains 57 items. MV:["BJ19"]. Details:{'BJ': 57}
#       Cluster [20] contains 23 items. MV:["BD20"]. Details:{'BD': 23}
#       Cluster [21] contains 13 items. MV:["BI21"]. Details:{'BI': 13}
#       Cluster [22] contains 13 items. MV:["BJ22"]. Details:{'BJ': 13}
#       Cluster [23] contains 23 items. MV:["BF23"]. Details:{'BF': 23}
#
#  ~ Details of outliers: {'BE': 1, 'BG': 1, 'BJ': 4, 'BK': 1}
#
#  ~ Confusion matrix:
#     +--------+-----------------------------------------------------------------------------------+
#     | Actual +                                    Predicted                                      |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#     |        |  BA  |  BB  |  BC  |  BD  |  BE  |  BF  |  BG  |  BH  |  BI  |  BJ  |  BK  |  BL  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#     |   BA   | 2291 |      |      |      |      |      |      |      |      |      |      |      |
#     |   BB   |      | 695  |      |      |      |      |      |      |      |      |      |      |
#     |   BC   |      |      | 132  |      |      |      |      |      |      |      |      |      |
#     |   BD   |      |      |      |  23  |      |      |      |      |      |      |      |      |
#     |   BE   |      |      |      |      |  3   |      |      |      |      |      |      |      |
#     |   BF   |      |      |      |      |      |  23  |      |      |      |      |      |      |
#     |   BG   |      |      |      |      |      |      |  49  |      |      |      |      |      |
#     |   BH   |      |      |      |      |      |      |      |  4   |      |      |      |      |
#     |   BI   |      |      |      |      |      |      |      |      |  13  |      |      |      |
#     |   BJ   |      |      |      |      |      |      |      |      |      | 283  |      |      |
#     |   BK   |      |      |      |      |      |      |      |      |      |      |  33  |      |
#     |   BL   |      |      |      |      |      |      |      |      |      |  1   |      | 135  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Reason_Phrase,Type,Message@,ClientIP$,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1107076818,"-","notice","Digest: generating secret for digest authentication ...",9000,"BK","S0","B_0"
1107076818,"-","notice","`Digest: done",9000,"BK","S0","B_0"
1107076819,"-","notice","Apache/2.0.40 (Red Hat Linux) configured -- resuming normal operations",9000,"BK","S0","B_0"
1107076919,"Directory index forbidden by rule","error","/var/www/html/",9218022022040,"BB","S198","B_1"
1107078995,"File does not exist","error","/var/www/html/scripts",9211059000204,"BA","S154","B_2"
1107078996,"File does not exist","error","/var/www/html/MSADC",9211059000204,"BA","S154","B_2"
1107078997,"File does not exist","error","/var/www/html/c",9211059000204,"BA","S154","B_2"
1107078997,"File does not exist","error","/var/www/html/d",9211059000204,"BA","S154","B_2"
1107078998,"File does not exist","error","/var/www/html/scripts",9211059000204,"BA","S154","B_2"
1107078998,"File does not exist","error","/var/www/html/_vti_bin",9211059000204,"BA","S154","B_2"
1107078999,"File does not exist","error","/var/www/html/_mem_bin",9211059000204,"BA","S154","B_2"
1107078999,"File does not exist","error","/var/www/html/msadc",9211059000204,"BA","S154","B_2"
1107079000,"File does not exist","error","/var/www/html/scripts",9211059000204,"BA","S154","B_2"
1107079001,"File does not exist","error","/var/www/html/scripts",9211059000204,"BA","S154","B_2"
1107079001,"File does not exist","error","/var/www/html/scripts",9211059000204,"BA","S154","B_2"
1107079003,"File does not exist","error","/var/www/html/scripts",9211059000204,"BA","S154","B_2"
1107079004,"File does not exist","error","/var/www/html/scripts",9211059000204,"BA","S154","B_2"
1107092005,"File does not exist","error","/var/www/html/NULL.printer",9061088122010,"BA","S417","B_2"
1107101364,"Directory index forbidden by rule","error","/var/www/html/",9024199102163,"BB","S335","B_1"
1107112416,"File does not exist","error","/var/www/html/scripts",9069233130234,"BA","S544","B_2"
1107112417,"File does not exist","error","/var/www/html/MSADC",9069233130234,"BA","S544","B_2"
1107112420,"File does not exist","error","/var/www/html/c",9069233130234,"BA","S544","B_2"
1107112421,"File does not exist","error","/var/www/html/d",9069233130234,"BA","S544","B_2"
1107112421,"File does not exist","error","/var/www/html/scripts",9069233130234,"BA","S544","B_2"
1107112422,"File does not exist","error","/var/www/html/_vti_bin",9069233130234,"BA","S544","B_2"
1107112422,"File does not exist","error","/var/www/html/_mem_bin",9069233130234,"BA","S544","B_2"
1107112422,"File does not exist","error","/var/www/html/msadc",9069233130234,"BA","S544","B_2"
1107112423,"File does not exist","error","/var/www/html/scripts",9069233130234,"BA","S544","B_2"
1107112424,"File does not exist","error","/var/www/html/scripts",9069233130234,"BA","S544","B_2"
1107112424,"File does not exist","error","/var/www/html/scripts",9069233130234,"BA","S544","B_2"
1107112426,"File does not exist","error","/var/www/html/scripts",9069233130234,"BA","S544","B_2"
1107112426,"File does not exist","error","/var/www/html/scripts",9069233130234,"BA","S544","B_2"
1107116016,"Directory index forbidden by rule","error","/var/www/html/",9218026187153,"BB","S205","B_1"
1107117575,"Directory index forbidden by rule","error","/var/www/html/",9202253200065,"BB","S80","B_1"
1107119002,"Directory index forbidden by rule","error","/var/www/html/",9218074023091,"BB","S219","B_1"
1107129012,"Directory index forbidden by rule","error","/var/www/html/",9061190072114,"BB","S402","B_1"
1107131423,"File does not exist","error","/var/www/html/scripts",9067181019171,"BA","S506","B_2"
1107131423,"File does not exist","error","/var/www/html/MSADC",9067181019171,"BA","S506","B_2"
1107131423,"File does not exist","error","/var/www/html/c",9067181019171,"BA","S506","B_2"
1107131424,"File does not exist","error","/var/www/html/d",9067181019171,"BA","S506","B_2"
1107131424,"File does not exist","error","/var/www/html/scripts",9067181019171,"BA","S506","B_2"
1107131424,"File does not exist","error","/var/www/html/_vti_bin",9067181019171,"BA","S506","B_2"
1107131424,"File does not exist","error","/var/www/html/_mem_bin",9067181019171,"BA","S506","B_2"
1107131425,"File does not exist","error","/var/www/html/msadc",9067181019171,"BA","S506","B_2"
1107131425,"File does not exist","error","/var/www/html/scripts",9067181019171,"BA","S506","B_2"
1107131425,"File does not exist","error","/var/www/html/scripts",9067181019171,"BA","S506","B_2"
1107131426,"File does not exist","error","/var/www/html/scripts",9067181019171,"BA","S506","B_2"
1107131426,"File does not exist","error","/var/www/html/scripts",9067181019171,"BA","S506","B_2"
1107131427,"File does not exist","error","/var/www/html/scripts",9067181019171,"BA","S506","B_2"
1107134072,"File does not exist","error","/var/www/html/sumthin",9211022073068,"BA","S151","B_2"
1107134072,"File does not exist","error","/var/www/html/sumthin",9211022073068,"BA","S151","B_2"
1107134076,"File does not exist","error","/var/www/html/sumthin",9211022073068,"BA","S151","B_2"
1107134076,"File does not exist","error","/var/www/html/sumthin",9211022073068,"BA","S151","B_2"
1107134076,"File does not exist","error","/var/www/html/sumthin",9211022073068,"BA","S151","B_2"
1107134080,"File does not exist","error","/var/www/html/sumthin",9211022073068,"BA","S151","B_2"
1107137140,"Directory index forbidden by rule","error","/var/www/html/",9211022102234,"BB","S150","B_1"
1107137919,"File does not exist","error","/var/www/html/default.ida",9065202015194,"BA","S460","B_2"
1107141975,"Directory index forbidden by rule","error","/var/www/html/",9061010007127,"BB","S362","B_1"
1107143898,"File does not exist","error","/var/www/html/scripts",9218028040100,"BA","S207","B_2"
1107143900,"File does not exist","error","/var/www/html/MSADC",9218028040100,"BA","S207","B_2"
1107143903,"File does not exist","error","/var/www/html/c",9218028040100,"BA","S207","B_2"
1107143905,"File does not exist","error","/var/www/html/d",9218028040100,"BA","S207","B_2"
1107143908,"File does not exist","error","/var/www/html/scripts",9218028040100,"BA","S207","B_2"
1107143910,"File does not exist","error","/var/www/html/_vti_bin",9218028040100,"BA","S207","B_2"
1107143916,"File does not exist","error","/var/www/html/_mem_bin",9218028040100,"BA","S207","B_2"
1107143921,"File does not exist","error","/var/www/html/msadc",9218028040100,"BA","S207","B_2"
1107148776,"Directory index forbidden by rule","error","/var/www/html/",9061183208219,"BB","S399","B_1"
1107152444,"Directory index forbidden by rule","error","/var/www/html/",9210022146234,"BB","S128","B_1"
1107157725,"Directory index forbidden by rule","error","/var/www/html/",9068214068216,"BB","S520","B_1"
1107160164,"Directory index forbidden by rule","error","/var/www/html/",9068214068216,"BB","S520","B_1"
1107165248,"Directory index forbidden by rule","error","/var/www/html/",9065122119010,"BB","S454","B_1"
1107178762,"Directory index forbidden by rule","error","/var/www/html/",9222166160129,"BB","S291","B_1"
1107198001,"Directory index forbidden by rule","error","/var/www/html/",9066255109222,"BB","S481","B_1"
1107199684,"Directory index forbidden by rule","error","/var/www/html/",9199063000001,"BB","S60","B_1"
1107207292,"Directory index forbidden by rule","error","/var/www/html/",9024094203115,"BB","S344","B_1"
1107209989,"Directory index forbidden by rule","error","/var/www/html/",9221079146007,"BB","S286","B_1"
1107213320,"Directory index forbidden by rule","error","/var/www/html/",9070048009026,"BB","S561","B_1"
1107213587,"Directory index forbidden by rule","error","/var/www/html/",9222166160087,"BB","S311","B_1"
1107213653,"Directory index forbidden by rule","error","/var/www/html/",9070183086076,"BB","S560","B_1"
1107232859,"Directory index forbidden by rule","error","/var/www/html/",9062177153106,"BB","S420","B_1"
1107246256,"Directory index forbidden by rule","error","/var/www/html/",9218022120198,"BB","S195","B_1"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248047,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248051,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248051,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248051,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248051,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248051,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107248051,"File does not exist","error","/var/www/html/_vti_bin",9065117045251,"BA","S453","B_2"
1107249291,"Directory index forbidden by rule","error","/var/www/html/",9222083129198,"BB","S316","B_1"
1107257372,"Directory index forbidden by rule","error","/var/www/html/",9216070251002,"BB","S171","B_1"
1107259674,"Directory index forbidden by rule","error","/var/www/html/",9068223144102,"BB","S522","B_1"
1107264790,"File does not exist","error","/var/www/html/scripts",9221184100013,"BA","S276","B_2"
1107264790,"File does not exist","error","/var/www/html/MSADC",9221184100013,"BA","S276","B_2"
1107264791,"File does not exist","error","/var/www/html/c",9221184100013,"BA","S276","B_2"
1107264792,"File does not exist","error","/var/www/html/d",9221184100013,"BA","S276","B_2"
1107264792,"File does not exist","error","/var/www/html/scripts",9221184100013,"BA","S276","B_2"
1107264796,"File does not exist","error","/var/www/html/_vti_bin",9221184100013,"BA","S276","B_2"
1107264796,"File does not exist","error","/var/www/html/_mem_bin",9221184100013,"BA","S276","B_2"
1107264797,"File does not exist","error","/var/www/html/msadc",9221184100013,"BA","S276","B_2"
1107264797,"File does not exist","error","/var/www/html/scripts",9221184100013,"BA","S276","B_2"
1107264798,"File does not exist","error","/var/www/html/scripts",9221184100013,"BA","S276","B_2"
1107264799,"File does not exist","error","/var/www/html/scripts",9221184100013,"BA","S276","B_2"
1107264801,"File does not exist","error","/var/www/html/scripts",9221184100013,"BA","S276","B_2"
1107264801,"File does not exist","error","/var/www/html/scripts",9221184100013,"BA","S276","B_2"
1107264870,"Directory index forbidden by rule","error","/var/www/html/",9064192107195,"BB","S442","B_1"
1107265953,"File does not exist","error","/var/www/html/NULL.printer",9081006250202,"BA","S575","B_2"
1107277272,"Directory index forbidden by rule","error","/var/www/html/",9193095148135,"BB","S51","B_1"
1107278838,"Directory index forbidden by rule","error","/var/www/html/",9218242255106,"BB","S204","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107279931,"Directory index forbidden by rule","error","/var/www/html/",9069086160253,"BB","S552","B_1"
1107287312,"File does not exist","error","/var/www/html/default.ida",9063245085123,"BA","S434","B_2"
1107291127,"Directory index forbidden by rule","error","/var/www/html/",9064085244116,"BB","S448","B_1"
1107304630,"Directory index forbidden by rule","error","/var/www/html/",9219134043080,"BB","S239","B_1"
1107304711,"Directory index forbidden by rule","error","/var/www/html/",9143127131004,"BB","S17","B_1"
1107346379,"File does not exist","error","/var/www/html/default.ida",9066117040185,"BA","S464","B_2"
1107358087,"Directory index forbidden by rule","error","/var/www/html/",9063162143021,"BB","S428","B_1"
1107364650,"File does not exist","error","/var/www/html/scripts",9069086164233,"BA","S553","B_2"
1107364652,"File does not exist","error","/var/www/html/MSADC",9069086164233,"BA","S553","B_2"
1107364654,"File does not exist","error","/var/www/html/c",9069086164233,"BA","S553","B_2"
1107364656,"File does not exist","error","/var/www/html/d",9069086164233,"BA","S553","B_2"
1107364658,"File does not exist","error","/var/www/html/scripts",9069086164233,"BA","S553","B_2"
1107364659,"File does not exist","error","/var/www/html/_vti_bin",9069086164233,"BA","S553","B_2"
1107364661,"File does not exist","error","/var/www/html/_mem_bin",9069086164233,"BA","S553","B_2"
1107364663,"File does not exist","error","/var/www/html/msadc",9069086164233,"BA","S553","B_2"
1107364665,"File does not exist","error","/var/www/html/scripts",9069086164233,"BA","S553","B_2"
1107364668,"File does not exist","error","/var/www/html/scripts",9069086164233,"BA","S553","B_2"
1107364670,"File does not exist","error","/var/www/html/scripts",9069086164233,"BA","S553","B_2"
1107364676,"File does not exist","error","/var/www/html/scripts",9069086164233,"BA","S553","B_2"
1107364677,"File does not exist","error","/var/www/html/scripts",9069086164233,"BA","S553","B_2"
1107369164,"Directory index forbidden by rule","error","/var/www/html/",9063175119002,"BB","S429","B_1"
1107371977,"Directory index forbidden by rule","error","/var/www/html/",9066042059082,"BB","S483","B_1"
1107379567,"Directory index forbidden by rule","error","/var/www/html/",9204076166050,"BB","S97","B_1"
1107380220,"Directory index forbidden by rule","error","/var/www/html/",9218011001050,"BB","S183","B_1"
1107397984,"File does not exist","error","/var/www/html/scripts",9060248026050,"BA","S358","B_2"
1107397985,"File does not exist","error","/var/www/html/MSADC",9060248026050,"BA","S358","B_2"
1107397986,"File does not exist","error","/var/www/html/c",9060248026050,"BA","S358","B_2"
1107397986,"File does not exist","error","/var/www/html/d",9060248026050,"BA","S358","B_2"
1107397987,"File does not exist","error","/var/www/html/scripts",9060248026050,"BA","S358","B_2"
